 ONR_ROH_SCREENING_DF,Mapping_ROH_SCREENING_Qry,WHERE ROHSCREENING_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID andROHSCREENING_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; ROHSCREENING_INT )
 ONR_TR_BCS_CASEID_DF,Mapping_CONTACT_PERIOD_Qry,WHERE CONTACT_PERIOD.CONTACT_PERIOD_ID = GROUP_BY_Qry.CONTACT_PERIOD_ID,LEFTOUTERJOIN ( GROUP_BY_Qry ; CONTACT_PERIOD )
 ONR_TR_BCS_RESETT_PLAN_DF,TrBcs_ResetPlan_Qry,WHERE TR_BCS_RESETT_PLAN_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_RESETT_PLAN_INT )
 ONR_TR_BCS_SCREENING_DF,TrBcs_Screening_Qry,WHERE TR_BCS_SCREENING_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SCREENING_INT )
 ONR_TR_BCS_SECTION1_DF,TrBcs_Qry,WHERE TR_BCS_SECTION1_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SECTION1_INT )
 ONR_TR_BCS_SECTION11_DF,TrBcs_Section11_Qry,WHERE TR_BCS_SECTION11_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SECTION11_INT )
 ONR_TR_BCS_SECTION12_DF,TrBcs_Section12_Qry,WHERE TR_BCS_SECTION12_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SECTION12_INT )
 ONR_TR_BCS_SECTION3_DF,TrBcs_Section3_Qry,WHERE TR_BCS_SECTION3_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SECTION3_INT )
 ONR_TR_BCS_SECTION4_DF,TrBcs_Section4_Qry,WHERE TR_BCS_SECTION4_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SECTION4_INT )
 ONR_TR_BCS_SECTION5_DF,TrBcs_Section5_Qry,WHERE TR_BCS_SECTION5_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SECTION5_INT )
 ONR_TR_BCS_SECTION6_DF,TrBcs_Section6_Qry,WHERE TR_BCS_SECTION6_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SECTION6_INT )
 ONR_TR_BCS_SECTION8_DF,TrBcs_Section8_Qry,WHERE TR_BCS_SECTION8_INT.ASSESSMENTGUID = TR_BCS_CASEID_INT.ASSESSMENTGUID andTR_BCS_CASEID_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( TR_BCS_CASEID_INT ; TR_BCS_SECTION8_INT )
